no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,total_assets_value
0, Not Graduate, Yes,9300000,32000000,8,438, Rejected,78500000
5, Not Graduate, No,6200000,13700000,2,468, Rejected,35000000
3, Graduate, Yes,3500000,10200000,12,645, Approved,28500000
2, Graduate, Yes,3600000,9200000,18,700, Approved,20400000
5, Graduate, Yes,9500000,36700000,16,348, Rejected,48700000
5, Graduate, Yes,600000,1400000,10,877, Approved,4500000
0, Not Graduate, Yes,3800000,14900000,6,899, Approved,23600000
3, Graduate, Yes,1400000,3500000,12,610, Approved,7000000
1, Not Graduate, No,6300000,23900000,4,742, Approved,34700000
1, Not Graduate, Yes,2800000,6600000,18,801, Approved,19700000
4, Graduate, Yes,5400000,17100000,2,533, Approved,35800000
3, Not Graduate, Yes,6300000,23900000,16,656, Approved,42300000
3, Graduate, Yes,3900000,14300000,18,785, Approved,37300000
2, Graduate, Yes,4200000,15700000,2,332, Approved,24000000
0, Graduate, No,3100000,8100000,18,768, Approved,16000000
1, Graduate, No,3400000,8600000,6,640, Approved,20900000
4, Not Graduate, No,1500000,3100000,6,885, Approved,8600000
3, Not Graduate, Yes,900000,2000000,18,772, Approved,7300000
4, Graduate, Yes,7800000,25600000,4,665, Approved,38800000
1, Not Graduate, Yes,3500000,10500000,20,454, Rejected,22000000
1, Not Graduate, No,8400000,32500000,14,698, Approved,56000000
4, Not Graduate, Yes,6400000,21300000,20,332, Rejected,36900000
1, Not Graduate, No,9600000,28300000,6,536, Rejected,61300000
5, Not Graduate, Yes,2100000,6500000,10,796, Approved,15200000
2, Not Graduate, Yes,6000000,19900000,8,486, Rejected,46900000
0, Not Graduate, Yes,8300000,16800000,18,422, Rejected,53300000
1, Not Graduate, Yes,5300000,18500000,6,501, Rejected,36200000
1, Not Graduate, Yes,9700000,23500000,4,666, Approved,55800000
3, Not Graduate, Yes,8200000,16500000,18,371, Rejected,46900000
5, Graduate, No,3400000,6900000,14,312, Rejected,16300000
5, Graduate, No,2800000,11000000,12,753, Approved,21600000
0, Not Graduate, Yes,2400000,5200000,16,740, Approved,17700000
1, Graduate, No,8200000,24000000,4,366, Rejected,61700000
4, Not Graduate, No,4200000,11100000,8,526, Rejected,33500000
4, Graduate, Yes,5500000,14800000,10,354, Rejected,48300000
5, Not Graduate, Yes,2900000,6300000,6,719, Approved,19100000
5, Not Graduate, No,6300000,20100000,12,774, Approved,49400000
5, Not Graduate, Yes,9700000,29100000,18,732, Approved,60100000
1, Not Graduate, No,6500000,16000000,6,862, Approved,35700000
5, Not Graduate, No,4900000,10800000,18,613, Approved,27400000
5, Graduate, Yes,6900000,16500000,6,447, Rejected,25200000
4, Not Graduate, Yes,1100000,3000000,4,730, Approved,5600000
2, Not Graduate, Yes,7800000,29600000,14,568, Approved,42700000
2, Graduate, Yes,8200000,23600000,6,495, Rejected,66900000
5, Not Graduate, Yes,6700000,23600000,14,854, Approved,33200000
3, Graduate, Yes,7400000,15200000,10,548, Rejected,53600000
1, Not Graduate, No,1200000,2700000,14,779, Approved,5800000
0, Not Graduate, No,9500000,24800000,2,564, Approved,65000000
5, Not Graduate, Yes,4000000,8200000,2,571, Approved,25100000
0, Not Graduate, Yes,8600000,32600000,8,778, Approved,80200000
4, Graduate, Yes,9100000,28400000,12,808, Approved,66600000
0, Not Graduate, Yes,7100000,18600000,20,770, Approved,60500000
0, Not Graduate, No,9000000,28400000,4,612, Approved,47300000
3, Graduate, Yes,1400000,2700000,14,819, Approved,8000000
1, Graduate, No,8800000,20200000,6,627, Approved,69800000
3, Not Graduate, Yes,5400000,14700000,4,359, Rejected,43400000
1, Graduate, No,6100000,19100000,6,341, Rejected,30300000
1, Graduate, No,1000000,3600000,4,570, Approved,7000000
3, Graduate, Yes,7700000,18100000,20,736, Approved,61400000
1, Graduate, Yes,6100000,12900000,2,302, Rejected,39200000
2, Not Graduate, Yes,7700000,21000000,12,420, Rejected,58300000
4, Graduate, Yes,4700000,12000000,2,416, Rejected,33800000
2, Graduate, Yes,9100000,34800000,20,836, Approved,72700000
0, Graduate, Yes,5800000,12700000,12,528, Rejected,42900000
4, Not Graduate, No,8500000,24900000,2,405, Rejected,35400000
2, Graduate, Yes,9900000,33400000,14,783, Approved,63200000
4, Not Graduate, Yes,2000000,4000000,10,636, Approved,7800000
1, Not Graduate, Yes,5000000,16800000,6,711, Approved,33100000
1, Graduate, Yes,3200000,11800000,16,848, Approved,18500000
1, Not Graduate, Yes,8000000,27800000,8,804, Approved,48400000
0, Not Graduate, Yes,1200000,2800000,14,892, Approved,8300000
2, Not Graduate, Yes,5800000,22800000,14,696, Approved,37900000
1, Graduate, No,2500000,7600000,20,888, Approved,19900000
1, Not Graduate, Yes,600000,1400000,10,699, Approved,3000000
5, Graduate, No,4900000,13000000,10,865, Approved,38200000
2, Graduate, Yes,9400000,37300000,14,383, Rejected,58500000
2, Graduate, No,5300000,19300000,16,368, Rejected,30400000
5, Not Graduate, No,5100000,15800000,4,607, Approved,33300000
4, Not Graduate, Yes,2900000,8900000,18,827, Approved,16600000
1, Graduate, No,9100000,34000000,12,672, Approved,51700000
3, Not Graduate, Yes,8800000,26700000,12,708, Approved,67800000
4, Not Graduate, No,2600000,8800000,10,682, Approved,21100000
1, Graduate, Yes,9700000,25500000,18,741, Approved,67800000
5, Not Graduate, Yes,600000,1200000,8,343, Rejected,3000000
0, Graduate, Yes,4100000,11100000,16,785, Approved,25400000
1, Not Graduate, Yes,8000000,28000000,20,830, Approved,71200000
2, Graduate, No,8800000,26700000,16,696, Approved,59400000
1, Graduate, No,200000,300000,12,697, Approved,1700000
0, Graduate, Yes,3800000,11700000,2,351, Approved,22400000
3, Graduate, No,6800000,21800000,10,556, Approved,50200000
0, Graduate, No,8600000,31800000,2,895, Approved,63200000
2, Graduate, Yes,2800000,8400000,10,534, Rejected,25200000
0, Graduate, No,8000000,29800000,12,736, Approved,55500000
2, Graduate, Yes,2300000,5500000,16,629, Approved,16400000
4, Graduate, Yes,7600000,16200000,20,657, Approved,45200000
2, Graduate, No,2900000,11300000,12,839, Approved,16500000
4, Not Graduate, No,7900000,25700000,18,589, Approved,39700000
2, Not Graduate, No,1900000,4500000,6,805, Approved,12400000
3, Not Graduate, Yes,4600000,13600000,20,729, Approved,33300000
1, Not Graduate, No,2600000,7700000,6,399, Rejected,20400000
2, Not Graduate, No,2700000,6700000,8,413, Rejected,19900000
5, Graduate, Yes,6300000,13200000,16,321, Rejected,33000000
0, Graduate, Yes,2600000,7500000,2,853, Approved,19100000
4, Not Graduate, Yes,7700000,23400000,6,400, Rejected,38800000
0, Graduate, Yes,7400000,16300000,16,630, Approved,58100000
3, Graduate, Yes,7300000,21600000,20,557, Approved,41400000
1, Graduate, No,2900000,7600000,2,358, Rejected,13700000
3, Graduate, Yes,6600000,16000000,10,510, Rejected,25600000
2, Graduate, Yes,2700000,9600000,14,554, Approved,18100000
3, Graduate, Yes,8300000,27700000,4,596, Approved,64700000
0, Graduate, No,4900000,18500000,8,659, Approved,30100000
4, Graduate, Yes,7900000,30700000,10,322, Rejected,60400000
5, Graduate, Yes,8800000,21300000,14,852, Approved,52800000
5, Not Graduate, No,4000000,14100000,18,653, Approved,24700000
4, Graduate, Yes,3900000,9200000,12,737, Approved,22600000
3, Graduate, Yes,7700000,18900000,2,583, Approved,38300000
1, Graduate, Yes,3800000,10000000,16,873, Approved,22200000
5, Graduate, No,8000000,27000000,20,595, Approved,44900000
5, Graduate, Yes,3400000,11300000,20,871, Approved,22500000
5, Graduate, Yes,5500000,18800000,12,603, Approved,30000000
0, Not Graduate, No,7700000,29300000,14,801, Approved,46100000
5, Graduate, No,4000000,9400000,4,723, Approved,14300000
5, Not Graduate, Yes,5900000,22600000,18,630, Approved,29800000
0, Not Graduate, Yes,2600000,9900000,20,368, Rejected,12300000
3, Graduate, No,6600000,22200000,12,759, Approved,38300000
0, Not Graduate, Yes,1000000,3000000,18,382, Rejected,7300000
4, Not Graduate, Yes,800000,2800000,16,645, Approved,5200000
0, Graduate, No,3200000,6300000,6,878, Approved,23600000
4, Graduate, No,8400000,23400000,12,350, Rejected,62000000
3, Graduate, Yes,5800000,17600000,6,720, Approved,34500000
0, Not Graduate, Yes,7300000,28100000,10,673, Approved,40100000
1, Graduate, No,3900000,8000000,6,448, Rejected,15800000
2, Not Graduate, Yes,4600000,16000000,4,720, Approved,20500000
0, Graduate, No,3600000,12300000,2,300, Approved,27900000
4, Graduate, No,7500000,28700000,20,520, Rejected,29000000
1, Graduate, No,5200000,15000000,12,794, Approved,32000000
3, Graduate, Yes,4400000,10000000,8,875, Approved,26900000
1, Not Graduate, Yes,5100000,12900000,14,533, Rejected,31700000
0, Graduate, No,6000000,23600000,6,776, Approved,48700000
2, Graduate, No,3800000,11400000,6,706, Approved,19900000
3, Graduate, No,2800000,10900000,2,710, Approved,12200000
5, Graduate, Yes,6500000,18300000,4,333, Rejected,37200000
2, Not Graduate, Yes,1600000,6400000,4,787, Approved,7900000
4, Graduate, No,5500000,18600000,12,569, Approved,46700000
0, Graduate, Yes,9600000,20100000,16,427, Rejected,51400000
0, Graduate, No,7000000,27800000,16,640, Approved,39400000
2, Not Graduate, No,4000000,8100000,16,312, Rejected,23800000
1, Not Graduate, Yes,8100000,30900000,12,464, Rejected,48800000
2, Not Graduate, Yes,6600000,22800000,8,490, Rejected,40500000
5, Graduate, No,4100000,10200000,12,431, Rejected,26400000
1, Graduate, No,6600000,24800000,4,500, Approved,35500000
4, Graduate, No,5100000,12200000,14,511, Rejected,30400000
4, Graduate, No,8200000,25200000,18,691, Approved,53700000
1, Not Graduate, Yes,9500000,24400000,14,696, Approved,68000000
0, Not Graduate, Yes,7600000,27600000,2,437, Approved,55600000
2, Not Graduate, Yes,8400000,20800000,12,335, Rejected,47600000
4, Graduate, No,7600000,25100000,4,671, Approved,49500000
4, Not Graduate, Yes,1400000,3700000,12,621, Approved,10900000
4, Not Graduate, Yes,2700000,6800000,10,455, Rejected,17400000
1, Graduate, Yes,200000,500000,10,856, Approved,1400000
3, Graduate, No,600000,2100000,16,892, Approved,4000000
4, Graduate, No,5200000,12900000,16,819, Approved,31800000
0, Not Graduate, Yes,5100000,11600000,10,308, Rejected,27700000
4, Graduate, Yes,9200000,18600000,2,889, Approved,74100000
5, Not Graduate, No,6500000,23200000,18,713, Approved,28700000
0, Graduate, No,8500000,21000000,6,665, Approved,52000000
4, Not Graduate, No,2000000,6000000,12,837, Approved,11800000
4, Not Graduate, Yes,7500000,18000000,20,395, Rejected,46200000
0, Graduate, Yes,7500000,28900000,10,632, Approved,67000000
2, Not Graduate, No,2000000,4300000,16,497, Rejected,13800000
3, Graduate, Yes,1400000,2700000,14,694, Approved,9300000
1, Not Graduate, Yes,1700000,5600000,2,882, Approved,14000000
2, Graduate, Yes,5300000,14900000,6,504, Rejected,32900000
4, Not Graduate, No,8900000,30100000,2,747, Approved,64500000
3, Graduate, No,9700000,35300000,4,462, Approved,61900000
5, Graduate, No,9000000,25900000,4,538, Rejected,61600000
2, Not Graduate, Yes,8500000,30900000,6,664, Approved,42800000
1, Not Graduate, No,3500000,10900000,4,524, Approved,31400000
1, Not Graduate, No,500000,1400000,6,464, Rejected,3500000
3, Graduate, No,8900000,19100000,6,807, Approved,59100000
2, Not Graduate, Yes,7800000,27200000,18,622, Approved,42700000
5, Not Graduate, Yes,9800000,27800000,6,827, Approved,59600000
0, Graduate, No,5200000,19000000,14,687, Approved,36200000
4, Graduate, No,7400000,19400000,16,835, Approved,60600000
3, Graduate, Yes,1200000,3300000,6,772, Approved,5900000
1, Not Graduate, Yes,1000000,3200000,2,710, Approved,4500000
3, Graduate, Yes,9500000,32500000,14,581, Approved,57800000
3, Not Graduate, No,4500000,11700000,18,775, Approved,28700000
2, Graduate, No,4900000,16000000,12,710, Approved,31500000
3, Not Graduate, Yes,700000,2500000,8,321, Rejected,5200000
0, Graduate, No,9400000,28300000,20,761, Approved,78200000
3, Not Graduate, Yes,8300000,31400000,6,674, Rejected,25900000
4, Graduate, Yes,5600000,13000000,4,899, Approved,37400000
5, Not Graduate, Yes,4400000,12300000,8,567, Approved,22100000
3, Graduate, No,2100000,5400000,8,771, Approved,16100000
1, Not Graduate, Yes,4400000,10600000,4,360, Rejected,34400000
0, Not Graduate, No,6300000,19600000,6,425, Rejected,45500000
4, Graduate, No,9900000,30000000,18,496, Rejected,61500000
3, Not Graduate, No,700000,1600000,20,705, Approved,4500000
4, Not Graduate, No,3600000,12400000,14,427, Rejected,24500000
1, Not Graduate, Yes,5600000,21000000,2,552, Approved,37700000
3, Not Graduate, Yes,1000000,3700000,8,725, Approved,9600000
5, Graduate, Yes,6400000,15600000,8,553, Approved,45500000
0, Not Graduate, No,8900000,19100000,2,725, Approved,51100000
4, Graduate, No,9900000,26100000,2,481, Rejected,52400000
2, Graduate, Yes,4000000,8600000,4,847, Approved,29600000
0, Not Graduate, Yes,7300000,25700000,10,666, Approved,52100000
1, Not Graduate, No,8100000,25400000,6,477, Rejected,45300000
4, Graduate, Yes,6800000,22100000,4,446, Approved,36400000
0, Not Graduate, Yes,2600000,8200000,8,630, Approved,20400000
5, Not Graduate, Yes,300000,1100000,20,613, Approved,1900000
2, Graduate, Yes,2400000,7500000,4,851, Approved,11800000
0, Not Graduate, No,6000000,20600000,12,339, Rejected,39500000
4, Graduate, Yes,3800000,11100000,16,857, Approved,35100000
0, Graduate, Yes,7000000,22100000,14,467, Rejected,48300000
0, Graduate, Yes,5400000,12900000,16,355, Rejected,39900000
1, Not Graduate, No,6400000,16400000,6,428, Rejected,56100000
5, Not Graduate, Yes,7000000,24000000,14,450, Rejected,41800000
2, Not Graduate, Yes,2100000,4600000,4,348, Rejected,14200000
4, Not Graduate, Yes,4400000,15000000,12,459, Rejected,20300000
0, Not Graduate, No,8000000,31000000,8,847, Approved,49700000
2, Not Graduate, Yes,3900000,8300000,18,523, Rejected,13300000
0, Graduate, No,4700000,15200000,10,786, Approved,31900000
0, Graduate, No,6800000,21200000,14,300, Rejected,35200000
0, Not Graduate, Yes,1800000,6500000,12,728, Approved,11500000
3, Not Graduate, Yes,8600000,32000000,4,497, Approved,38200000
1, Not Graduate, Yes,3600000,13700000,10,548, Rejected,25300000
1, Graduate, Yes,6800000,22900000,6,576, Approved,31000000
3, Graduate, Yes,1100000,4100000,20,863, Approved,6200000
4, Graduate, Yes,4000000,8400000,8,717, Approved,28200000
1, Graduate, No,2500000,5900000,12,668, Approved,18000000
2, Graduate, No,5400000,17400000,10,335, Rejected,29700000
5, Not Graduate, No,6600000,13600000,4,861, Approved,40100000
4, Not Graduate, No,6000000,14900000,2,321, Rejected,39100000
0, Graduate, Yes,2200000,8300000,10,585, Approved,11500000
1, Graduate, No,8800000,18500000,10,704, Approved,55500000
0, Not Graduate, Yes,4000000,10300000,4,819, Approved,30100000
4, Not Graduate, Yes,3600000,12400000,18,494, Rejected,17500000
5, Graduate, Yes,8100000,22500000,2,808, Approved,33800000
3, Not Graduate, Yes,5200000,11000000,12,830, Approved,37600000
5, Graduate, No,1100000,2800000,14,473, Rejected,5500000
2, Graduate, No,7500000,29800000,4,392, Approved,32500000
5, Not Graduate, No,7700000,20300000,12,806, Approved,63100000
0, Not Graduate, No,5700000,21400000,8,340, Rejected,26100000
3, Graduate, Yes,5000000,13900000,8,555, Approved,41900000
5, Not Graduate, No,500000,1200000,16,499, Rejected,2900000
3, Graduate, No,8900000,21300000,10,467, Rejected,61900000
1, Not Graduate, No,1700000,6600000,4,797, Approved,12100000
4, Not Graduate, Yes,500000,1300000,18,762, Approved,3300000
3, Not Graduate, Yes,9900000,36500000,16,562, Approved,67900000
1, Graduate, No,8400000,21800000,2,492, Rejected,39800000
3, Not Graduate, Yes,500000,1700000,4,824, Approved,2900000
2, Graduate, No,1700000,5700000,10,602, Approved,13900000
1, Not Graduate, Yes,6500000,18300000,10,722, Approved,44200000
1, Not Graduate, No,8900000,28400000,6,709, Approved,61200000
1, Not Graduate, No,400000,1400000,4,302, Approved,2300000
3, Not Graduate, No,5700000,12300000,6,364, Rejected,44400000
0, Not Graduate, Yes,9600000,23800000,12,389, Rejected,76300000
0, Graduate, Yes,8500000,20000000,16,786, Approved,47300000
0, Graduate, No,4000000,11500000,8,434, Rejected,21600000
2, Not Graduate, Yes,6300000,18100000,6,671, Approved,34700000
3, Graduate, Yes,4000000,14700000,8,376, Rejected,22300000
4, Graduate, No,9400000,32200000,6,898, Approved,67500000
5, Graduate, Yes,4100000,15500000,10,836, Approved,30400000
4, Graduate, Yes,1100000,4400000,6,515, Rejected,7500000
3, Not Graduate, No,8700000,24800000,20,360, Rejected,69400000
4, Graduate, Yes,4900000,12800000,2,691, Approved,26800000
1, Not Graduate, Yes,2800000,9100000,14,510, Rejected,20000000
0, Graduate, No,9600000,23200000,18,389, Rejected,49600000
3, Graduate, Yes,6900000,19000000,14,348, Rejected,32200000
2, Not Graduate, Yes,2300000,8100000,2,504, Approved,12600000
2, Not Graduate, No,6800000,21300000,20,658, Approved,50300000
1, Not Graduate, Yes,2200000,5400000,16,641, Approved,11900000
2, Not Graduate, No,5900000,19800000,20,327, Rejected,37500000
1, Graduate, Yes,7000000,20300000,18,726, Approved,50800000
1, Graduate, Yes,9600000,34100000,20,828, Approved,78300000
0, Graduate, No,6500000,14500000,12,755, Approved,45100000
2, Not Graduate, Yes,3800000,7600000,20,788, Approved,21700000
2, Graduate, No,9400000,25100000,20,832, Approved,49700000
0, Not Graduate, No,2100000,8200000,4,554, Approved,15300000
1, Not Graduate, Yes,8500000,26200000,8,811, Approved,74400000
5, Graduate, Yes,3800000,12000000,2,649, Approved,26000000
1, Not Graduate, Yes,3400000,9700000,20,830, Approved,25000000
1, Graduate, Yes,5600000,11700000,6,707, Approved,28200000
0, Graduate, Yes,8500000,33700000,10,483, Rejected,68900000
4, Not Graduate, Yes,2100000,5500000,18,349, Rejected,8700000
4, Graduate, No,400000,1500000,4,846, Approved,2500000
4, Not Graduate, No,7900000,31500000,20,386, Rejected,49400000
5, Not Graduate, No,6900000,19200000,12,408, Rejected,48900000
0, Not Graduate, Yes,1800000,3900000,2,764, Approved,7600000
0, Graduate, Yes,1200000,3200000,18,473, Rejected,6300000
3, Not Graduate, No,3600000,9800000,12,654, Approved,11600000
1, Graduate, No,7200000,22800000,2,551, Approved,54500000
5, Graduate, No,9400000,21800000,6,850, Approved,56600000
5, Graduate, No,9000000,24200000,4,646, Approved,47900000
1, Not Graduate, Yes,1000000,2100000,8,793, Approved,7800000
3, Not Graduate, No,5600000,19900000,16,551, Approved,38800000
1, Graduate, No,900000,2600000,4,346, Rejected,4900000
5, Not Graduate, Yes,9000000,19100000,14,540, Rejected,35300000
